filename,class,environment
fan-heater-aac-27034.mp3,Heater,unknown
water-heater-24717.mp3,Heater,unknown
electric-wall-heater-271524.mp3,Heater,unknown
heater-sausages-31256.mp3,Heater,unknown
opening-soda-can-29754.mp3,Can Opening,unknown
opening-a-fizzy-can-35608.mp3,Can Opening,unknown
opening-a-can-46015.mp3,Can Opening,unknown
opening-a-can-of-beer-soda-80339.mp3,Can Opening,unknown
soda-can-open-183214.mp3,Can Opening,unknown
can-opening-pop-101856.mp3,Can Opening,unknown
opening-a-soda-can-106065.mp3,Can Opening,unknown
opening-top-on-soda-can-230923.mp3,Can Opening,unknown
soda-opening-81497.mp3,Can Opening,unknown
opening-soda-can-85366.mp3,Can Opening,unknown
spray-can-twist-open-and-spray-44973.mp3,Can Opening,unknown
opening-soda-can-103534.mp3,Can Opening,unknown
open-soda-can-100569.mp3,Can Opening,unknown
open-the-can-14493.mp3,Can Opening,unknown
opening-beer-can-6336.mp3,Can Opening,unknown
soda-can-open-101018.mp3,Can Opening,unknown
soda-can-opening-92488.mp3,Can Opening,unknown
can-49711.mp3,Can Opening,unknown
beer-can-opening-hq-wav-268272.mp3,Can Opening,unknown
monster-can-opening-41367.mp3,Can Opening,unknown
086072_opening-a-fizzy-drinks-can-soundeffectmp3-81160.mp3,Can Opening,unknown
can-opening-fizzy-drink-soda-pop-high-quality-96655.mp3,Can Opening,unknown
drinking-sfx-can-82708.mp3,Can Opening,unknown
opening-soda-can-1-104791.mp3,Can Opening,unknown
coca-cola-soda-can-opening-44498.mp3,Can Opening,unknown
flipping-book-pages-2-53725.mp3,Page Flipping,unknown
flipping-through-a-book-98901.mp3,Page Flipping,unknown
flipping-through-book-73649.mp3,Page Flipping,unknown
page-flip1-178322.mp3,Page Flipping,unknown
book-page-flipping-6905.mp3,Page Flipping,unknown
flipping-through-a-bookmp3-14415.mp3,Page Flipping,unknown
page-flip-47177.mp3,Page Flipping,unknown
turning-book-pages-and-paper-flipping-sfx-177393.mp3,Page Flipping,unknown
one-page-book-flip-101928.mp3,Page Flipping,unknown
book-page-turn-104314.mp3,Page Flipping,unknown
flipping-pages-of-a-book-75783.mp3,Page Flipping,unknown
pages-flapping-95237.mp3,Page Flipping,unknown
turnpage-99756.mp3,Page Flipping,unknown
book-page-flipping-6905 (1).mp3,Page Flipping,unknown
a5-book-flipping-02-55290.mp3,Page Flipping,unknown
flipping-novel-80266.mp3,Page Flipping,unknown
page-turns-book-close-31535.mp3,Page Flipping,unknown
page flipping-63104.mp3,Page Flipping,unknown
page-flip2-178323.mp3,Page Flipping,unknown
pageturn-102978.mp3,Page Flipping,unknown
stopwatch-sounds-269019.mp3,Animal Sounds,unknown
animal-sounds-toy-machine-64572.mp3,Animal Sounds,unknown
tiger-roar-strong-hd-267360.mp3,Animal Sounds,unknown
nature-sounds-240504.mp3,Animal Sounds,nature
mid-nights-sound-291477.mp3,Animal Sounds,unknown
harimau-220046.mp3,Animal Sounds,unknown
bass-background-emotion-sounds-299415.mp3,Animal Sounds,unknown
badak-220048.mp3,Animal Sounds,unknown
birds-sound-in-a-forest-310300.mp3,Animal Sounds,outdoor
exotic-bird-sounds-in-forest-306547.mp3,Animal Sounds,outdoor
bass-background-sounds-5-299408.mp3,Animal Sounds,unknown
cow-sound-234947.mp3,Animal Sounds,unknown
bird-singing-312730.mp3,Animal Sounds,unknown
rain-sounds-210646.mp3,Animal Sounds,nature
deep-strange-whoosh-183845.mp3,Animal Sounds,unknown
bird-sounds-241394.mp3,Animal Sounds,unknown
bird-sound-in-a-forest-309240 (1).mp3,Animal Sounds,outdoor
hiu-220056.mp3,Animal Sounds,unknown
hyena-laughing-sound-hd-267364.mp3,Animal Sounds,unknown
sound-of-growling-bear-hd-263159.mp3,Animal Sounds,unknown
bird-sound-in-a-forest-309240.mp3,Animal Sounds,outdoor
crickets-insects-chirping-hd-267322.mp3,Animal Sounds,unknown
calm-nature-sounds-196258.mp3,Animal Sounds,nature
bird-sound-310301.mp3,Animal Sounds,unknown
beruang-220039.mp3,Animal Sounds,unknown
rise-304744.mp3,Animal Sounds,unknown
sound-of-hooting-owls-in-nighttime-hd-263177.mp3,Animal Sounds,unknown
burung-hantu-salju-220040.mp3,Animal Sounds,unknown
burung-pipit-220066.mp3,Animal Sounds,unknown
jerapah-220059.mp3,Animal Sounds,unknown
508055__ibiles1__boiling-water.mp3,Water Boiling,unknown
235803__leafs67__water-boiling-in-a-kettle.mp3,Water Boiling,unknown
165189__javierzumer__boiling-water.mp3,Water Boiling,unknown
443028__univ_lyon3__larcher_lucas_2018_2019_boiling-water.mp3,Water Boiling,unknown
350551__fairhavencollection__boiling-water.mp3,Water Boiling,unknown
137229__xenognosis__boiling-water.mp3,Water Boiling,unknown
669841__1love__sfx_water_boiling-1.mp3,Water Boiling,unknown
583073__profispiesser__fx-sasc-water-heater-full-cycle-boiling-water-switch.mp3,Water Boiling,unknown
329115__ivolipa__boiling_water.mp3,Water Boiling,unknown
740167__fossarts__water-boiling-inside-electric-kettle-2.mp3,Water Boiling,unknown
519123__matrixxx__kettle-boiling-water.mp3,Water Boiling,unknown
403524__lamamakesmusic__water_kettle_boiling.mp3,Water Boiling,unknown
540682__emjaydabayou__boiling-water-without-lid_1.mp3,Water Boiling,unknown
122790__geodylabs__boiling_water_pot_1_cover.mp3,Water Boiling,unknown
36265__piero__boiling-water-1.mp3,Water Boiling,unknown
334671__yoyodaman234__boiling-liquid-1.mp3,Water Boiling,unknown
755775__denismcdonald__kettle-boiling-water.mp3,Water Boiling,unknown
637937__kyles__water-boiling-in-pot-nearby.mp3,Water Boiling,unknown
615520__rouak__filling-kettle-and-boiling-water-in-an-electric-kettle.mp3,Water Boiling,unknown
473716__joao_janz__electric-kettle-boiling-water.mp3,Water Boiling,unknown
461213__15gpanskasupsakpatrik__01_boiling_water.mp3,Water Boiling,unknown
185711__bcginn__boiling-water.mp3,Water Boiling,unknown
752391__karlaxelus__water-boiling-on-an-induction-oven.mp3,Water Boiling,unknown
701269__5ro4__electric-kettle-boiling-water.mp3,Water Boiling,unknown
532735__bricklover__boiling-water-short.mp3,Water Boiling,unknown
702422__pantax__water-boiling-in-pot-2.mp3,Water Boiling,unknown
159383__shogunalley__boiling-a-cup-of-water.mp3,Water Boiling,unknown
433538__cupido-1__boiling-water.mp3,Water Boiling,unknown
317665__peacewaves__pan_boiling_water.mp3,Water Boiling,unknown
725029__marc_corbeel__boiling-water-in-water-boiler.mp3,Water Boiling,unknown
248295__ezcah__water-boiling-mid.mp3,Water Boiling,unknown
345653__etienneleplumey__boiling-water-cooking.mp3,Water Boiling,unknown
71028__lg__boiling-water-090413.mp3,Water Boiling,unknown
116219__pixfix__boiling-a-kettle-of-water_110218_02_sf.mp3,Water Boiling,unknown
211201__squeakyballoon__water-boiling-in-a-kettle-with-switch-off.mp3,Water Boiling,unknown
